position	strand	source_info
3658500	+	storz
3658902	+	storz
3659013	-	storz
3659189	+	storz
3659490	+	storz
3659540	+	storz
3659998	-	storz
3660231	+	storz
3660830	+	storz
3660901	-	storz
3661323	+	storz
3661530	+	storz
3661536	-	storz
3661748	-	storz
3661972	+	storz
3661976	-	storz
3662006	+	storz
3662007	-	storz
3662086	-	storz
3662166	+	storz
3662434	+	storz
3662644	-	wanner
3662665	+	storz
3662674	-	regulondb
3662696	+	storz
3662763	-	storz
3662797	+	storz
3662804	-	regulondb
3662887	+	storz_regulondb
3663132	-	storz
3663181	-	storz
3663242	-	storz
3663388	+	storz
3663862	-	regulondb
3663873	+	wanner
3663955	+	storz
3664083	-	storz
3664209	+	storz
3664633	+	storz
3665178	-	regulondb
3665441	-	storz
3665466	+	storz
3665630	-	wanner_regulondb
3665731	-	storz
3665864	-	storz
3666627	+	storz
3666802	-	storz_regulondb
3666839	-	storz
3666932	-	storz
3667002	+	storz
3667284	-	regulondb
3667372	+	storz
3667411	+	storz
3667573	+	wanner
3668528	+	regulondb
3668862	-	storz
3669033	+	storz
3669249	+	storz
3669318	-	storz
3669620	-	storz
3669825	-	storz
3670004	-	storz
3670068	-	regulondb
3670159	+	regulondb
3670379	+	storz
3670624	-	storz
3671353	+	regulondb
3671635	+	storz
3671692	-	storz
3671935	+	storz
3672509	+	storz
3672660	+	regulondb
3672780	+	regulondb
3674174	-	storz
3674192	+	storz
3674585	-	storz
3675410	+	storz
3675942	+	storz
3676402	-	wanner
3676435	-	regulondb
3677015	+	storz
3677250	-	storz
3677320	+	wanner
3677415	+	storz_regulondb
3677511	-	storz
3678478	+	storz
3678612	-	storz
3678736	-	storz
3678766	-	storz
3679030	-	storz
3679215	-	storz
3679784	+	storz
3680039	-	regulondb
3680042	+	storz
3680123	-	storz
3680580	-	storz
3680695	+	storz
3680841	-	storz
3681520	-	wanner
3682082	-	storz
3683449	-	storz
3683669	-	wanner
3684225	-	wanner
3684327	-	wanner
3684784	+	storz
3685544	+	storz
3685834	-	storz_regulondb
3686562	-	storz
3687052	+	storz
3688831	+	storz
3689179	+	storz
3689474	-	storz
3689728	+	storz
3689819	-	storz
3690162	+	storz
3690605	-	storz
3690649	+	storz
3690696	-	regulondb
3691718	+	storz
3692902	-	storz
3693655	+	storz
3694022	-	storz
3694152	+	storz
3694238	-	regulondb
3694260	+	storz
3694306	-	regulondb
3694345	+	regulondb
3694375	+	wanner
3694379	-	regulondb
3694418	+	regulondb
3694466	+	regulondb
3694518	-	storz
3694767	+	storz
3694789	-	storz
3694850	+	storz
3694888	+	storz
3695090	-	storz
3695256	+	storz
3695449	+	storz
3695495	-	storz
3696175	-	storz
3697006	-	storz
3697260	+	storz
3697288	+	regulondb
3698035	-	storz
3698118	-	wanner
3698137	+	storz
3698159	+	storz_regulondb
3698295	-	storz_regulondb
3698421	+	regulondb
3698454	+	storz
3698609	+	storz
3698649	-	storz
3698769	+	storz
3698825	-	storz
3699202	-	storz
3699320	-	storz
3699572	+	storz
3699731	+	storz
3699836	+	storz
3700508	+	storz
3700901	+	storz
3701095	-	regulondb
3701126	-	regulondb
3702152	-	regulondb
3702380	-	storz
3702704	-	regulondb
3702757	-	regulondb
3702884	-	regulondb
3702934	-	regulondb
3703071	+	storz
3703269	+	storz
3704192	+	storz
3704290	-	regulondb
3704297	+	storz
3704494	-	storz
3704946	-	regulondb
3705067	-	regulondb
3705226	-	regulondb
3705531	-	regulondb
3705722	-	regulondb
3705750	-	regulondb
3705893	-	storz_wanner_regulondb
3705910	+	storz
3706070	-	storz
3706186	-	storz
3706487	-	storz
3706582	-	storz
3706676	-	storz
3706717	-	regulondb
3706874	-	wanner
3706902	-	storz
3706920	+	storz
3707129	+	storz
3707307	+	storz
3707558	-	storz
3707730	-	storz
3707749	+	storz
3707982	-	storz
3708602	-	storz
3708692	-	storz
3708951	-	storz
3709968	-	storz
3710066	-	regulondb
3710120	-	regulondb
3710313	+	storz
3710765	+	storz
3710962	+	storz
3711006	-	regulondb
3711033	-	storz_wanner
3711034	+	storz_regulondb
3711840	-	storz
3712069	+	storz
3712146	-	storz
3712354	-	storz
3712868	-	storz
3712927	-	storz
3712949	-	storz
3713460	-	storz
3714320	-	storz
3714379	+	regulondb
3714438	-	regulondb
3714502	+	regulondb
3714505	-	storz
3714524	+	wanner
3714534	-	storz_wanner
3714979	-	storz
3715212	+	regulondb
3715310	+	storz_regulondb
3715350	-	storz
3715467	-	storz
3716197	+	storz
3716333	+	storz
3716423	-	storz
3716449	+	storz
3716529	+	storz
3716835	-	storz
3717119	-	wanner
3717143	-	storz
3717166	+	storz
3717336	+	storz
3717454	+	storz_regulondb
3717865	-	storz
3717912	+	storz_wanner_regulondb
3717962	-	storz
3717963	+	regulondb
3718093	+	storz
3718127	+	regulondb
3718386	+	storz
3718591	-	storz
3718617	+	regulondb
3718711	+	storz
3718833	-	regulondb
3718873	+	storz
3719088	+	regulondb
3719295	-	storz
3719313	+	storz
3719826	-	storz
3719887	+	storz_regulondb
3719955	+	storz
3720251	+	storz
3720361	+	storz
3720573	-	storz_wanner_regulondb
3721390	-	regulondb
3721703	-	storz
3721818	+	storz
3721984	-	regulondb
3722406	-	regulondb
3722494	+	storz
3722518	-	regulondb
3722588	-	wanner
3722712	-	regulondb
3723332	-	regulondb
3723376	-	wanner
3723610	-	storz
3723792	+	storz
3723815	-	wanner
3723832	+	storz
3723925	-	regulondb
3724134	-	storz
3724468	+	storz
3724827	+	storz
3725035	-	storz
3725168	+	storz
3725305	-	storz_regulondb
3725334	-	storz
3725790	-	regulondb
3725820	-	regulondb
3725850	-	regulondb
3726654	+	storz
3726799	+	storz
3726954	+	storz
3727122	+	storz
3727386	+	storz
3727694	-	storz
3727986	-	wanner
3728712	-	storz
3728830	-	regulondb
3728855	-	wanner
3729092	+	regulondb
3729768	-	storz
3730104	-	storz
3730246	-	storz
3730392	+	storz
3730533	+	storz
3730606	-	storz
3730754	-	storz
3730805	-	wanner
3730866	+	storz
3730913	-	storz
3731033	-	storz
3731387	+	storz
3732840	+	storz
3732885	+	storz
3732929	+	regulondb
3733127	+	storz
3733163	+	storz
3733324	-	storz
3733920	+	storz
3734616	-	storz
3734654	+	storz
3734947	+	storz
3734997	-	regulondb
3735030	+	storz
3735244	-	regulondb
3735297	-	storz
3735336	+	storz
3735378	+	storz
3735493	+	regulondb
3735643	-	storz
3735987	-	storz
3737095	+	storz
3737203	-	storz
3737530	+	storz
3737613	+	storz
3737667	-	storz
3737697	+	storz_regulondb
3738211	-	storz
3738232	+	storz
3738495	-	storz
3739009	-	storz
3739105	+	storz
3739310	-	storz
3739622	-	regulondb
3739693	+	storz
3739837	+	storz
3739856	-	storz
3739977	-	storz
3740023	-	storz
3740562	-	wanner
3740641	-	regulondb
3740697	+	regulondb
3740743	+	regulondb
3742411	-	storz
3742437	+	storz
3742605	-	storz
3743141	+	storz
3745141	+	storz
3747997	+	storz
3748239	+	storz
3748378	-	storz
3748539	+	storz
3748565	+	storz
3748750	+	storz
3749004	-	storz
3749369	-	storz
3749413	+	storz
3749619	+	storz
3749762	-	storz
3749898	-	regulondb
3749919	+	regulondb
3749928	-	regulondb
3749983	-	regulondb
3749991	+	storz
3750261	-	storz
3750373	+	storz
3751234	-	storz
3751489	+	storz
3751701	+	storz
3752389	+	storz
3752610	+	storz
3752814	-	storz
3752866	+	storz
3753782	+	storz
3754060	-	storz
3754516	-	storz
3754545	+	storz
3754557	-	wanner
3754687	-	storz
3755362	+	storz
3755901	-	regulondb
3755951	-	regulondb
3757948	-	regulondb
3758122	+	storz
3758177	-	regulondb
3758630	+	storz
3759175	-	storz
3759320	-	regulondb
3759762	-	storz
3759998	-	wanner_regulondb
3760168	+	storz
3760581	+	storz
3761109	-	storz
3761997	+	storz
3763304	-	storz
3764095	+	storz
3764113	-	wanner
3764123	+	storz
3764171	-	storz
3764250	-	storz
3764361	-	storz
3765083	+	storz
3765157	-	storz
3765176	+	storz
3765702	-	storz
3765719	+	storz
3765833	-	storz
3766087	+	regulondb
3766708	+	storz
3766916	+	storz
3768753	-	storz
3769150	-	storz
3769339	-	storz
3769412	+	storz
3769833	-	wanner
3769846	+	storz
3769914	-	storz
3769950	+	storz
3770149	+	storz
3770211	+	regulondb
3770234	-	storz
3770305	-	storz
3770330	+	storz
3770523	+	storz
3771212	+	storz
3771258	+	storz
3771788	+	storz
3772281	-	storz
3772428	+	regulondb
3773122	+	storz
3773826	+	storz
3774226	-	storz
3774251	-	storz
3774443	-	regulondb
3774468	-	wanner
3774620	+	regulondb
3774659	-	wanner
3774659	+	regulondb
3774660	-	storz
3774678	+	wanner
3775260	-	storz
3775312	+	storz_regulondb
3775494	+	storz
3775608	+	storz
3775751	+	storz
3776919	-	storz
3776962	-	storz
3777926	+	storz
3777947	+	storz
3778476	+	storz
3778499	-	storz
3779222	+	storz
3779239	-	storz
3779289	+	storz
3779388	-	storz
3780041	-	storz
3780425	+	storz
3780543	-	storz
3780704	-	regulondb
3781059	-	storz
3781457	+	storz
3781660	-	regulondb
3781701	+	storz
3781704	-	regulondb
3781833	-	regulondb
3782183	-	regulondb
3782226	-	storz_regulondb
3782257	-	storz_regulondb
3782529	-	regulondb
3782599	-	regulondb
3782990	-	storz_wanner
3783003	+	storz
3783037	+	storz
3783076	-	wanner
3783209	+	storz_regulondb
3783363	+	regulondb
3783786	+	regulondb
3784694	+	regulondb
3784837	+	regulondb
3784987	+	regulondb
3785825	+	storz
3785974	+	storz
3786451	+	storz
3786568	+	storz
3786946	-	storz
3787053	-	storz
3788063	-	storz
3788172	-	regulondb
3788501	-	storz
3788558	-	storz
3788568	+	storz
3788898	-	wanner
3790148	-	storz_wanner
3790571	+	storz
3790600	-	storz_regulondb
3790674	+	storz
3790693	-	wanner
3790746	-	storz
3791016	-	storz
3791706	-	wanner
3791734	-	storz
3791776	+	storz
3791815	-	storz
3791857	-	regulondb
3791887	-	storz
3791888	+	regulondb
3791958	+	regulondb
3791993	+	regulondb
3792262	-	storz
3792441	+	regulondb
3792819	+	storz
3792882	+	regulondb
3793077	-	storz
3793309	+	storz
3793374	-	storz
3793444	-	storz
3793920	-	storz
3793988	+	storz
3794091	-	storz
3794372	-	storz
3794396	+	storz
3794446	-	storz
3794557	+	storz
3794997	+	storz
3795128	-	storz
3795436	+	storz
3795778	+	storz
3796323	-	storz
3796434	+	storz
3796943	+	storz
3797241	-	storz
3797421	-	regulondb
3797447	-	regulondb
3797519	-	regulondb
3798635	-	regulondb
3798886	-	storz
3799061	+	storz
3799159	-	regulondb
3799387	-	storz
3800135	+	storz
3800288	-	storz
3800377	+	storz
3800399	-	storz
3800444	+	storz
3801118	-	storz
3801749	-	storz
3802284	+	storz
3802396	+	storz
3802774	-	regulondb
3803691	-	storz
3803853	-	wanner
3804023	+	storz
3804418	+	storz
3804736	-	storz
3804896	+	storz
3805092	-	regulondb
3805486	-	storz
3806103	-	storz
3806203	-	regulondb
3806261	-	storz_wanner_regulondb
3806279	+	regulondb
3806532	+	wanner
3806797	+	storz
3806852	+	storz
3807066	+	storz
3807080	-	storz
3807114	-	storz
3807432	+	storz
3807615	-	storz
3807749	+	storz
3807758	-	storz
3808055	-	storz
3808063	+	regulondb
3808793	-	storz
3808981	+	storz
3809198	-	storz_regulondb
3809300	-	regulondb
3809714	-	regulondb
3809828	-	regulondb
3809854	+	storz
3810018	-	storz_wanner_regulondb
3810060	-	storz
3810089	+	storz
3810395	-	storz
3810599	-	wanner
3810724	+	storz
3811171	+	storz
3811561	-	storz
3811770	+	storz
3811875	+	regulondb
3811933	+	storz
3812220	+	storz
3812518	+	storz
3813185	-	storz
3813240	-	storz
3813410	-	storz
3813779	+	storz
3813796	-	wanner
3813899	+	storz
3814008	-	regulondb
3814600	-	storz
3814668	+	regulondb
3814891	+	storz
3815527	+	storz
3815722	+	regulondb
3815888	-	storz
3816134	-	storz
3816469	-	storz
3816798	-	storz
3817084	-	storz
3817427	+	storz
3817602	+	storz
3818468	+	storz
3818679	+	storz
3818732	+	storz
3819163	-	storz
3819195	+	storz
3819215	-	storz
3819279	-	regulondb
3819311	-	regulondb
3819407	+	regulondb
3819810	-	storz
3819822	+	storz
3819884	+	regulondb
3819946	+	storz_regulondb
3820008	+	regulondb
3820057	+	regulondb
3820100	+	regulondb
3820118	-	wanner
3820268	+	regulondb
3820465	+	storz
3820682	+	storz
3820723	-	storz
3820746	+	storz
3820947	-	storz
3821585	+	regulondb
3821642	+	regulondb
3821875	+	storz
3822236	+	storz
3822433	+	regulondb
3822680	+	regulondb
3823045	+	storz
3823219	+	storz
3824353	-	regulondb
3824385	-	storz
3824683	+	storz
3825337	-	storz
3825359	+	storz
3825389	-	storz
3825421	-	storz
3825834	-	storz
3825984	-	storz
3826241	-	storz
3826698	+	storz
3826714	-	regulondb
3826788	-	storz_regulondb
3826844	+	regulondb
3826942	+	regulondb
3827176	-	wanner
3828454	+	storz_regulondb
3828605	-	storz
3828625	+	storz
3828963	+	storz
3830154	-	storz
3830157	+	storz
3830415	-	storz
3830569	+	storz
3830715	-	storz
3830846	-	storz
3830949	+	storz
3831119	-	storz
3831523	+	storz
3831707	+	storz
3833852	-	storz
3834060	+	storz
3834115	+	storz
3834221	+	storz_wanner_regulondb
3834245	+	storz
3834413	+	storz
3834687	-	regulondb
3834767	+	regulondb
3834791	+	regulondb
3834861	+	regulondb
3834900	+	regulondb
3835119	-	storz
3835743	+	storz
3836055	-	storz
3836237	+	wanner
3836473	+	storz
3836667	+	regulondb
3836773	-	storz
3837947	+	storz
3838031	-	regulondb
3838205	+	storz
3838375	+	storz
3838379	-	storz
3838524	+	storz
3838838	-	storz
3839275	+	storz
3839794	-	storz_regulondb
3840050	+	storz
3840146	+	storz
3840404	-	storz
3840443	-	storz
3840532	-	regulondb
3840562	-	storz
3840572	+	storz
3840679	+	storz
3840852	-	storz
3840912	-	storz
3841219	-	storz
3841842	-	regulondb
3841903	-	regulondb
3841924	+	regulondb
3841944	-	regulondb
3841953	+	regulondb
3841980	-	regulondb
3842655	-	storz
3842738	-	storz
3843231	-	storz
3843424	+	storz
3843711	-	storz
3844017	-	storz
3845196	+	storz
3845221	-	storz_regulondb
3845551	-	storz
3845907	-	storz
3846730	+	storz
3846794	-	storz
3848767	-	wanner
3849432	+	storz
3849649	-	storz
3850612	-	storz
3850727	+	storz
3851039	-	storz_wanner_regulondb
3851215	-	storz_regulondb
3851216	+	storz
3851279	-	wanner
3851360	+	regulondb
3851465	+	regulondb
3851868	+	storz_regulondb
3851935	-	storz
3852035	+	storz
3852291	-	storz
3853214	-	storz
3853671	-	regulondb
3853715	-	storz
3853765	-	storz
3853813	-	regulondb
3853835	-	storz
3854418	+	storz_regulondb
3854436	-	wanner
3854675	+	storz
3854805	-	storz
3855417	-	storz
3855596	+	storz
3855926	-	storz
3856048	+	storz
3856146	+	storz
3856327	-	storz
3857335	-	storz
3857646	+	storz
3857809	+	storz
3858276	+	storz_regulondb
3858563	-	storz
3858587	+	storz
3858671	+	storz
3858825	-	storz
3859165	+	storz
3859456	-	storz
3859905	+	storz
3860002	-	storz
3860020	+	storz
3860405	+	storz
3860921	+	storz
3861216	+	storz
3862616	+	storz
3862819	-	storz
3863111	-	storz
3863140	-	storz
3863538	-	storz
3863948	-	storz
3864071	-	storz
3864107	-	storz
3864327	-	storz
3864328	+	storz
3864366	-	wanner
3864410	+	storz
3864413	-	storz_regulondb
3864616	+	storz
3864740	-	storz
3865004	-	regulondb
3865482	+	storz
3865540	-	wanner
3865551	+	storz
3865620	+	storz
3865719	+	storz
3865741	-	storz
3865763	+	storz
3865845	-	storz
3866421	+	storz
3867324	-	storz
3867337	+	regulondb
3867435	-	regulondb
3867682	-	storz
3867781	-	storz
3868015	+	storz
3869798	-	storz
3869897	+	storz
3870304	+	storz
3870376	+	storz
3870674	-	storz
3870955	-	storz
3873209	-	regulondb
3873556	-	storz
3873668	-	storz
3873877	-	storz
3874174	-	storz
3875000	-	storz_regulondb
3875498	+	storz
3875518	-	wanner
3875634	-	storz
3876112	+	storz
3876274	-	regulondb
3876329	+	storz
3876365	+	storz
3876380	-	storz
3876609	+	storz
3876754	-	storz
3876792	-	regulondb
3876823	+	storz
3877150	-	regulondb
3877587	-	regulondb
3877718	-	storz
3878163	-	regulondb
3878173	+	storz
3878173	-	regulondb
3878190	+	storz
3878243	+	storz
3878411	-	storz
3878883	+	storz
3879863	-	storz
3879885	+	storz
3880371	-	regulondb
3880585	-	regulondb
3880613	-	regulondb
3880754	-	storz_regulondb
3881099	+	storz
3881369	+	storz
3881590	+	storz
3881803	-	storz
3881901	-	regulondb
3881930	+	storz
3881983	-	wanner
3882073	+	storz
3882134	+	regulondb
3882254	+	storz
3882331	+	regulondb
3882369	+	regulondb
3882944	+	storz
3883036	+	storz
3884449	+	regulondb
3884639	-	storz
3884656	+	storz
3884775	+	storz_wanner
3884841	-	storz
3884862	-	storz
3885468	-	storz
3886434	+	storz_regulondb
3886463	-	storz
3887388	+	storz
3887427	+	storz
3888087	-	storz
3888651	+	storz
3889703	-	storz
3890742	+	storz
3891587	+	storz
3891709	-	storz
3891744	-	wanner
3891852	+	storz_regulondb
3891867	-	wanner
3891871	+	storz
3892370	+	storz
3892547	+	storz
3893675	-	storz
3893945	-	storz
3894234	+	storz
3894396	-	storz
3894479	-	regulondb
3894537	+	storz
3894554	-	storz
3894629	+	storz
3894661	-	storz_wanner
3894680	+	regulondb
3894785	+	regulondb
3894828	+	storz
3894938	-	storz
3894977	+	storz
3894998	+	storz
3895141	-	storz
3895215	+	storz
3895502	+	regulondb
3895644	-	storz
3895816	-	storz
3895947	+	storz
3896312	+	storz
3896397	+	storz
3896475	+	storz
3896522	+	storz
3896827	+	storz
3896935	-	storz
3896953	+	storz
3897232	+	storz
3897422	-	regulondb
3897487	-	regulondb
3898074	+	storz
3899014	+	storz
3899263	+	storz
3899326	+	storz
3899335	-	storz
3900102	+	storz
3901463	-	storz
3901716	-	storz
3901824	+	storz
3902442	+	storz_wanner
3903292	-	storz
3903403	+	storz
3904345	-	storz
3904597	-	storz
3904720	-	storz_regulondb
3904978	+	storz
3905669	-	regulondb
3905923	-	storz
3906010	-	storz
3906146	+	storz
3906470	-	regulondb
3906579	-	regulondb
3907535	+	storz
3907889	+	storz
3907962	-	storz
3908303	-	storz
3908500	-	storz
3908565	-	regulondb
3908723	+	storz
3909128	-	storz
3909349	+	storz
3909381	+	storz
3909591	-	wanner_regulondb
3909612	-	storz
3909753	-	storz
3910399	-	regulondb
3910806	-	regulondb
3911026	-	regulondb
3911036	+	storz
3911230	+	storz
3911378	-	regulondb
3911707	-	regulondb
3911735	+	storz
3911834	-	regulondb
3911890	-	regulondb
3912048	-	regulondb
3912383	-	storz_wanner
3913026	-	storz
3913184	+	storz
3913241	-	regulondb
3913348	-	storz
3913399	-	storz
3913956	+	storz
3914012	-	regulondb
3914082	-	regulondb
3914518	+	storz
3914664	-	regulondb
3914782	-	regulondb
3915001	-	regulondb
3915024	-	regulondb
3915130	-	regulondb
3915295	-	regulondb
3915420	-	regulondb
3915456	-	storz
3915759	-	regulondb
3915788	-	regulondb
3915851	-	storz
3916101	-	regulondb
3916620	-	regulondb
3917011	-	regulondb
3917106	-	regulondb
3917137	-	regulondb
3917305	-	regulondb
3917341	+	storz
3917432	-	regulondb
3917533	-	regulondb
3917601	-	storz
3917786	-	regulondb
3918000	-	regulondb
3918459	-	regulondb
3918498	-	regulondb
3918611	-	regulondb
3918629	+	storz
3919020	-	regulondb
3919258	+	storz
3919402	-	regulondb
3919732	-	regulondb
3919798	-	regulondb
3919822	+	storz
3919835	-	regulondb
3920101	-	regulondb
3920139	-	regulondb
3920293	-	regulondb
3920522	+	storz
3920547	-	wanner
3920627	+	storz
3920743	-	storz
3920789	-	storz
3920796	+	storz
3920910	-	storz
3920918	+	storz
3921007	+	storz
3921047	-	storz
3921108	+	storz
3921134	-	storz
3921347	-	storz
3921364	+	storz_wanner
3921539	+	storz
3921623	+	storz
3921731	-	wanner
3921775	-	storz
3922336	-	storz_regulondb
3922734	-	storz
3922886	+	storz
3922987	-	regulondb
3923033	+	storz
3923466	-	storz
3923697	-	regulondb
3923767	+	storz
3923804	+	storz
3923805	-	storz
3923806	+	storz
3924032	-	regulondb
3924498	-	regulondb
3924743	+	storz
3924814	+	storz
3925054	-	regulondb
3925152	+	regulondb
3925252	+	storz
3925544	+	regulondb
3926177	+	storz
3926412	-	storz
3926540	-	storz
3926714	-	regulondb
3926836	-	storz
3927869	+	storz
3927907	-	storz
3928040	-	storz
3929099	-	regulondb
3929126	+	storz_regulondb
3929151	-	regulondb
3929181	-	storz_regulondb
3929204	+	regulondb
3929239	+	storz
3929244	-	storz
3929280	+	regulondb
3929345	+	storz
3929415	-	storz
3929585	-	storz
3929640	-	storz
3930646	+	storz
3930817	-	storz
3931078	+	storz
3931345	+	storz_regulondb
3931419	+	wanner
3931516	-	storz
3931526	+	storz
3931568	-	storz
3931989	+	storz
3932040	-	storz
3932390	+	storz
3933421	-	storz
3933455	+	regulondb
3933654	-	storz
3933718	+	storz
3933993	+	wanner
3934160	+	regulondb
3934283	+	regulondb
3935068	+	storz
3935245	-	storz
3935260	+	regulondb
3935367	-	storz
3935556	-	storz
3935569	+	storz
3935856	-	storz
3936268	+	storz
3937259	+	storz
3937538	-	storz
3937718	-	storz
3938074	-	storz
3938666	-	regulondb
3938729	-	regulondb
3938952	+	storz
3939251	-	storz
3939376	-	wanner
3939447	+	storz
3939537	+	wanner
3939638	-	storz
3939655	+	wanner
3939691	-	storz
3939716	+	regulondb
3939790	-	storz
3940169	+	storz
3940527	-	storz
3941076	+	storz
3941232	+	storz
3941460	+	storz
3941594	-	storz
3941962	+	storz
3942128	+	storz
3942849	-	storz
3943003	+	storz
3943796	-	storz
3944174	+	storz
3944223	+	storz
3944723	+	storz
3944803	+	regulondb
3944846	+	regulondb
3944980	+	storz
3945141	-	storz
3945190	+	storz
3945315	-	storz
3945401	-	storz
3945564	+	storz
3946015	-	storz
3946043	-	storz
3946052	+	storz
3946147	-	storz
3946178	-	storz
3946339	-	wanner
3946415	-	storz
3946546	-	storz
3946567	+	storz
3946949	+	storz
3947054	-	storz
3947425	+	storz
3947566	-	storz
3947740	-	storz
3948005	-	storz
3948007	+	regulondb
3948050	-	regulondb
3948198	-	regulondb
3948241	+	storz_regulondb
3948288	-	storz
3948313	+	storz_regulondb
3948345	+	regulondb
3948500	+	regulondb
3948534	+	regulondb
3948562	+	regulondb
3948587	+	regulondb
3948750	+	regulondb
3948845	+	regulondb
3949005	+	regulondb
3949281	+	storz
3949910	+	regulondb
3950208	-	storz
3950411	+	storz_regulondb
3951006	+	storz
3951359	+	regulondb
3951416	-	storz
3951491	-	storz
3951513	+	storz
3951552	+	storz
3951599	-	storz
3952440	+	regulondb
3952939	+	storz
3953258	+	regulondb
3953501	+	storz
3953569	+	storz
3953827	-	storz
3955195	-	storz
3955272	+	storz
3955886	-	wanner
3955935	+	regulondb
3956018	+	regulondb
3956250	+	regulondb
3956418	-	storz
3956752	+	regulondb
3956867	-	storz
3956949	+	storz
3956953	-	storz
3957152	+	regulondb
3957259	+	storz
3957498	+	storz
3957585	+	storz
3957863	-	wanner
3957865	+	storz
3958002	-	wanner
3958068	+	storz
3958347	-	storz
3958520	-	storz
3958670	+	regulondb
3958793	+	storz
3959222	+	storz
3959251	-	storz
3960473	+	storz
3960834	+	storz
3961596	+	storz
3961648	-	storz
3961894	-	regulondb
3961977	+	storz
3962329	+	storz
3962338	-	regulondb
3962402	+	storz
3962522	-	storz_regulondb
3962541	+	storz
3962573	+	storz
3962597	+	storz
3962651	-	storz
3963003	-	regulondb
3963132	+	storz
3963194	-	regulondb
3963245	-	regulondb
3963392	+	storz
3963437	-	storz
3963640	-	regulondb
3963670	+	regulondb
3963710	+	regulondb
3963723	-	storz
3963763	+	regulondb
3963819	+	regulondb
3964185	+	storz_regulondb
3964190	-	storz
3964218	+	storz
3964269	+	regulondb
3964388	+	regulondb
3964462	+	regulondb
3964535	-	storz
3964748	+	storz
3965750	-	storz
3965751	+	regulondb
3965823	+	regulondb
3965832	-	storz
3965913	+	storz_regulondb
3966153	+	storz
3966711	-	storz
3966747	-	storz
3966867	-	storz
3966885	+	regulondb
3967150	+	regulondb
3967199	+	regulondb
3967910	+	wanner
3967967	+	regulondb
3968009	+	storz
3968302	-	storz
3969260	-	storz
3969421	+	regulondb
3969441	-	storz
3969684	+	storz
3970615	+	storz
3971302	+	storz
3973046	+	storz
3973826	-	storz
3974299	+	storz
3974517	+	storz
3974916	+	storz
3975133	+	storz
3975313	-	storz
3975341	+	storz
3975415	+	regulondb
3975514	+	storz
3975679	-	storz
3976317	+	storz
3976393	+	storz
3977139	+	storz
3977641	+	storz
3977778	+	regulondb
3977855	+	regulondb
3978139	+	storz
3978399	-	storz
3978576	+	storz
3978810	-	storz
3978846	+	storz
3978879	-	storz
3979050	-	storz
3980188	+	storz_regulondb
3980223	+	storz
3980382	+	regulondb
3980532	+	storz
3980629	+	storz_regulondb
3980804	+	regulondb
3980845	+	storz
3980943	+	storz
3981031	-	storz
3981546	+	storz
3981982	+	storz
3982513	-	storz
3982635	-	storz
3983019	-	storz
3983213	-	storz
3983854	-	storz
3984044	+	storz
3984221	-	storz
3984288	+	storz
3984325	+	wanner
3984387	-	storz
3984452	+	regulondb
3984725	-	storz
3984759	-	storz
3985290	+	storz
3985759	+	storz
3985791	-	storz
3987125	+	storz
3987236	-	regulondb
3987363	+	storz
3987493	-	storz
3988279	-	storz
3988595	-	storz
3988797	+	storz_regulondb
3988814	-	regulondb
3988961	-	wanner
3988975	+	storz_regulondb
3989022	+	storz_regulondb
3989081	+	regulondb
3989175	+	regulondb
3989274	-	storz
3989511	+	storz
3989575	-	storz
3989727	-	storz
3989926	-	storz
3990119	-	storz
3990367	+	storz
3990408	-	storz
3990654	+	storz
3991389	-	storz
3991452	+	storz
3992100	+	storz
3992105	-	wanner
3992288	+	storz
3992390	-	storz
3992438	+	storz
3992514	+	regulondb
3992746	-	storz
3993195	-	storz
3993552	-	storz
3993891	+	regulondb
3993981	+	regulondb
3994318	+	regulondb
3994585	+	regulondb
3995251	-	storz
3995275	+	storz
3995774	+	regulondb
3995930	+	storz_regulondb
3995994	+	regulondb
3996120	-	storz
3996645	+	regulondb
3996687	+	regulondb
3997885	+	storz
3998359	+	storz
3998787	-	storz
3999089	+	storz_regulondb
3999215	+	storz_regulondb
3999296	+	regulondb
3999433	+	storz
3999585	+	storz
3999773	+	storz
3999803	+	storz
4000264	-	storz
4000367	-	storz
4000474	-	storz
4000565	-	storz
4000617	-	storz
4000865	-	regulondb
4000898	-	regulondb
4000971	-	storz
4000981	+	storz
4001731	+	storz
4002225	-	storz
4002248	-	storz
4002320	-	regulondb
4002674	+	storz
4002738	-	wanner
4002777	+	wanner
4002801	+	wanner
4002837	+	regulondb
4002846	-	storz
4002946	+	storz
4002989	-	storz
4003546	+	storz
4003669	+	storz
4003711	+	storz
4003726	-	storz
4003805	+	storz
4003856	+	regulondb
4003881	+	regulondb
4004779	-	storz
4005257	+	storz
4005470	-	storz
4005704	-	storz
4005749	+	storz_regulondb
4006218	+	storz
4006653	+	storz
4007037	+	regulondb
4007091	+	storz
4007095	-	wanner
4007124	+	storz
4007159	-	storz
4007589	-	storz
4007606	+	storz
4008032	+	regulondb
4008397	+	storz
4008447	-	storz
4008460	+	storz
4008516	-	storz
4008705	-	storz
4009073	+	regulondb
4009291	+	storz
4009419	+	storz
4009598	-	storz
4009725	+	storz
4009822	+	storz
4010103	-	storz
4010740	+	storz
4010860	-	regulondb
4010907	+	regulondb
4010945	+	regulondb
4010970	+	regulondb
4010982	-	storz
4011033	+	regulondb
