XID	name	type	TSS	start	stop	minus35L	minus35R	minus10L	minus10R	sigma	strand	center	length	mode	promoter	include
ECK120018491	AcrR	binding_site		484933	484956						reverse	484944.5	24	-	acrAp	1
ECK120018491	AcrR	binding_site		484933	484956						forward	484944.5	24	-	acrRp	1
ECK125202663	AcrR	binding_site		1617072	1617081						forward	1617076.5	10	-	marRp	1
ECK120035040	AcrR	binding_site		2311134	2311157						forward	2311145.5	24	-	micFp	1
ECK125202665	AcrR	binding_site		4275467	4275476						forward	4275471.5	10	-	soxRp	1
ECK125202665	AcrR	binding_site		4275467	4275476						reverse	4275471.5	10	-	soxSp	1
ECK120012597	Ada	binding_site		2145613	2145636						reverse	2145624.5	24	+	alkAp	1
ECK125110266	Ada	binding_site		2308476	2308499						reverse	2308487.5	24	-	adap	1
ECK120012905	Ada	binding_site		2308496	2308519						reverse	2308507.5	24	+	adap	1
ECK120012982	Ada	binding_site		4412205	4412228						forward	4412216.5	24	+	aidBp	1
ECK120015699	AgaR	binding_site		3276708	3276727						reverse	3276717.5	20	-	agaRp	1
ECK120015701	AgaR	binding_site		3276735	3276754						reverse	3276744.5	20	-	agaRp	1
ECK120012521	AgaR	binding_site		3276803	3276822						forward	3276812.5	20	-	kbaZp	1
ECK120012519	AgaR	binding_site		3276847	3276866						forward	3276856.5	20	-	kbaZp	1
ECK120012517	AgaR	binding_site		3276881	3276900						forward	3276890.5	20	-	kbaZp	1
ECK120012535	AgaR	binding_site		3279627	3279646						forward	3279636.5	20	-	agaSp	1
ECK120012533	AgaR	binding_site		3279690	3279709						forward	3279699.5	20	-	agaSp	1
ECK120012531	AgaR	binding_site		3279807	3279826						forward	3279816.5	20	-	agaSp	1
ECK120012529	AgaR	binding_site		3279849	3279868						forward	3279858.5	20	-	agaSp	1
ECK120012527	AgaR	binding_site		3279880	3279899						forward	3279889.5	20	-	agaSp	1
ECK120012525	AgaR	binding_site		3279923	3279942						forward	3279932.5	20	-	agaSp	1
ECK125134685	AidB	binding_site		4412209	4412234						forward	4412221.5	26	-	aidBp	1
ECK120030267	AlaS	binding_site		2820102	2820135						reverse	2820118.5	34	-	alaSp	1
ECK120015632	AllR	binding_site		531553	531569						forward	531561.0	17	-	allAp	1
ECK120015632	AllR	binding_site		531553	531569						reverse	531561.0	17	-	allSp	1
ECK120018500	AllR	binding_site		533103	533119						forward	533111.0	17	-	gclp	1
ECK120018499	AllS	binding_site		545722	545736						reverse	545729.0	15	+	allDp	1
ECK120015742	AraC	binding_site		70110	70126						reverse	70118.0	17	+	araBp	1
ECK120015742	AraC	binding_site		70110	70126						forward	70118.0	17	+	araCp	1
ECK120012328	AraC	binding_site		70131	70147						reverse	70139.0	17	+-	araBp	1
ECK120012328	AraC	binding_site		70131	70147						reverse	70139.0	17	+-	araBp	1
ECK120012328	AraC	binding_site		70131	70147						forward	70139.0	17	+-	araCp	1
ECK120012328	AraC	binding_site		70131	70147						forward	70139.0	17	+-	araCp	1
ECK120012320	AraC	binding_site		70184	70200						reverse	70192.0	17	-	araBp	1
ECK120012320	AraC	binding_site		70184	70200						forward	70192.0	17	-	araCp	1
ECK120012323	AraC	binding_site		70205	70221						reverse	70213.0	17	-	araBp	1
ECK120012323	AraC	binding_site		70205	70221						forward	70213.0	17	-	araCp	1
ECK120012603	AraC	binding_site		70342	70358						reverse	70350.0	17	-	araBp	1
ECK120012603	AraC	binding_site		70342	70358						forward	70350.0	17	-	araCp	1
ECK120012335	AraC	binding_site		411788	411804						reverse	411796.0	17	+	araJp	1
ECK120012992	AraC	binding_site		411809	411825						reverse	411817.0	17	+	araJp	1
ECK120012990	AraC	binding_site		1984324	1984340						reverse	1984332.0	17	+	araFp	1
ECK120012331	AraC	binding_site		1984345	1984361						reverse	1984353.0	17	+	araFp	1
ECK120013555	AraC	binding_site		1984399	1984415						reverse	1984407.0	17	+	araFp	1
ECK120012333	AraC	binding_site		1984420	1984436						reverse	1984428.0	17	+	araFp	1
ECK120012915	AraC	binding_site		2980266	2980282						reverse	2980274.0	17	+	araEp	1
ECK120012915	AraC	binding_site		2980266	2980282						reverse	2980274.0	17	+	araEp	1
ECK120012913	AraC	binding_site		2980287	2980303						reverse	2980295.0	17	+	araEp	1
ECK120012913	AraC	binding_site		2980287	2980303						reverse	2980295.0	17	+	araEp	1
ECK125108641	AraC	binding_site		3728847	3728863						reverse	3728855.0	17	-	xylAp	1
ECK125108643	AraC	binding_site		3728870	3728886						reverse	3728878.0	17	-	xylAp	1
ECK120011974	ArcA	binding_site		41981	41995						reverse	41988.0	15	+	caiTp	1
ECK120011972	ArcA	binding_site		42003	42017						reverse	42010.0	15	+	caiTp	1
ECK120011968	ArcA	binding_site		42121	42135						reverse	42128.0	15	+	caiTp	1
ECK120011970	ArcA	binding_site		42131	42145						reverse	42138.0	15	+	caiTp	1
ECK120033000	ArcA	binding_site		127683	127697						forward	127690.0	15	-	lpdAp	1
ECK120013638	ArcA	binding_site		127692	127706						forward	127699.0	15	-	lpdAp	1
ECK120014140	ArcA	binding_site		131342	131356						forward	131349.0	15	-	acnBp	1
ECK120014138	ArcA	binding_site		131369	131383						forward	131376.0	15	-	acnBp	1
ECK120014136	ArcA	binding_site		131373	131387						forward	131380.0	15	-	acnBp	1
ECK120014132	ArcA	binding_site		131393	131407						forward	131400.0	15	-	acnBp	1
ECK120014134	ArcA	binding_site		131399	131413						forward	131406.0	15	-	acnBp	1
ECK120014130	ArcA	binding_site		131455	131469						forward	131462.0	15	-	acnBp	1
ECK120014128	ArcA	binding_site		131464	131478						forward	131471.0	15	-	acnBp	1
ECK120030291	ArcA	binding_site		243385	243399						reverse	243392.0	15	-	fadEp	1
ECK120013815	ArcA	binding_site		328584	328598						reverse	328591.0	15	-	betIp	1
ECK120013480	ArcA	binding_site		328640	328654						forward	328647.0	15	-	betTp	1
ECK120013817	ArcA	binding_site		328652	328666						reverse	328659.0	15	-	betIp	1
ECK120013817	ArcA	binding_site		328652	328666						forward	328659.0	15	-	betTp	1
ECK120012994	ArcA	binding_site		451070	451084						reverse	451077.0	15	-	cyoAp	1
ECK120051356	ArcA	binding_site		635838	635852						reverse	635845.0	15	+	ybdNp	1
ECK125141248	ArcA	binding_site		651107	651116						reverse	651111.5	10	-	citCp1	1
ECK125141248	ArcA	binding_site		651107	651116						forward	651111.5	10	+	dpiBp	1
ECK120011372	ArcA	binding_site		655639	655653						reverse	655646.0	15	+	dcuCp	1
ECK120013699	ArcA	binding_site		753963	753977						forward	753970.0	15	+	sdhCp	1
ECK120013003	ArcA	binding_site		754030	754044						reverse	754037.0	15	-	gltAp1	1
ECK120013701	ArcA	binding_site		754037	754051						forward	754044.0	15	+	sdhCp	1
ECK120013705	ArcA	binding_site		754142	754156						forward	754149.0	15	-	sdhCp	1
ECK120012996	ArcA	binding_site		754147	754161						forward	754154.0	15	-	sdhCp	1
ECK120013703	ArcA	binding_site		754430	754444						forward	754437.0	15	-	sdhCp	1
ECK120012007	ArcA	binding_site		770071	770085						forward	770078.0	15	+	cydAp1	1
ECK120012005	ArcA	binding_site		770082	770096						forward	770089.0	15	+	cydAp1	1
ECK120012003	ArcA	binding_site		770093	770107						forward	770100.0	15	+	cydAp1	1
ECK120013841	ArcA	binding_site		770302	770316						forward	770309.0	15	+	cydAp1	1
ECK120013860	ArcA	binding_site		770422	770436						forward	770429.0	15	+	cydAp2	1
ECK120012001	ArcA	binding_site		770520	770534						forward	770527.0	15	+	cydAp1	1
ECK120011880	ArcA	binding_site		865747	865761						reverse	865754.0	15	+	moeAp	1
ECK120013305	ArcA	binding_site		953715	953729						reverse	953722.0	15	+	focAp1	1
ECK120013305	ArcA	binding_site		953715	953729						reverse	953722.0	15	+	focAp2	1
ECK120013301	ArcA	binding_site		953823	953837						reverse	953830.0	15	+	focAp1	1
ECK120013303	ArcA	binding_site		953960	953974						reverse	953967.0	15	+	focAp1	1
ECK120013452	ArcA	binding_site		1031133	1031147						forward	1031140.0	15	+	hyaAp	1
ECK125158262	ArcA	binding_site		1031189	1031210						forward	1031199.5	22	+	hyaAp	1
ECK120017022	ArcA	binding_site		1073339	1073353						reverse	1073346.0	15	+	rutAp	1
ECK120012231	ArcA	binding_site		1156897	1156911						forward	1156904.0	15	-	ptsGp1	1
ECK120012229	ArcA	binding_site		1156934	1156948						forward	1156941.0	15	-	ptsGp1	1
ECK120012227	ArcA	binding_site		1156983	1156997						forward	1156990.0	15	-	ptsGp1	1
ECK120011979	ArcA	binding_site		1165151	1165165						forward	1165158.0	15	-	ndhp	1
ECK120011981	ArcA	binding_site		1165243	1165257						forward	1165250.0	15	-	ndhp	1
ECK120011983	ArcA	binding_site		1165259	1165273						forward	1165266.0	15	-	ndhp	1
ECK120011985	ArcA	binding_site		1165264	1165278						forward	1165271.0	15	-	ndhp	1
ECK120011987	ArcA	binding_site		1165273	1165287						forward	1165280.0	15	-	ndhp	1
ECK120011989	ArcA	binding_site		1165275	1165289						forward	1165282.0	15	-	ndhp	1
ECK120013910	ArcA	binding_site		1194221	1194235						forward	1194228.0	15	-	icdAp1	1
ECK120013005	ArcA	binding_site		1194239	1194253						forward	1194246.0	15	-	icdAp1	1
ECK120051359	ArcA	binding_site		1211322	1211336						reverse	1211329.0	15	+	iraMp	1
ECK120051362	ArcA	binding_site		1211476	1211490						reverse	1211483.0	15	+	iraMp	1
ECK120014123	ArcA	binding_site		1333764	1333778						forward	1333771.0	15	-	acnAp2	1
ECK120051323	ArcA	binding_site		1359150	1359164						reverse	1359157.0	15	-	puuAp	1
ECK120051323	ArcA	binding_site		1359150	1359164						forward	1359157.0	15	-	puuDp	1
ECK120013994	ArcA	binding_site		1386883	1386897						reverse	1386890.0	15	-	tpxp	1
ECK120013801	ArcA	binding_site		1486050	1486064						forward	1486057.0	15	-	aldAp	1
ECK120012427	ArcA	binding_site		1486070	1486084						forward	1486077.0	15	-	aldAp	1
ECK120013803	ArcA	binding_site		1486202	1486216						forward	1486209.0	15	-	aldAp	1
ECK120012423	ArcA	binding_site		1486208	1486222						forward	1486215.0	15	-	aldAp	1
ECK120012425	ArcA	binding_site		1486219	1486233						forward	1486226.0	15	-	aldAp	1
ECK120012016	ArcA	binding_site		1614987	1615001						forward	1614994.0	15	-	ydeAp	1
ECK120030258	ArcA	binding_site		1887831	1887845						reverse	1887838.0	15	-	fadDp	1
ECK120013427	ArcA	binding_site		2403285	2403299						reverse	2403292.0	15	-	nuoAp2	1
ECK120030289	ArcA	binding_site		2458543	2458557						reverse	2458550.0	15	-	fadIp	1
ECK120030684	ArcA	binding_site		2459182	2459196						forward	2459189.0	15	-	fadLp	1
ECK120012242	ArcA	binding_site		2714620	2714634						reverse	2714627.0	15	+	grcAp1	1
ECK120012244	ArcA	binding_site		2714637	2714651						reverse	2714644.0	15	+	grcAp1	1
ECK120016998	ArcA	binding_site		2866110	2866124						reverse	2866117.0	15	-	rpoSp	1
ECK120016996	ArcA	binding_site		2866197	2866211						reverse	2866204.0	15	-	rpoSp	1
ECK120012011	ArcA	binding_site		3126195	3126209						reverse	3126202.0	15	-	glcDp	1
ECK120011435	ArcA	binding_site		3126202	3126216						reverse	3126209.0	15	-	glcDp	1
ECK120011512	ArcA	binding_site		3144435	3144449						reverse	3144442.0	15	-	hybOp1	1
ECK125110249	ArcA	binding_site		3229657	3229671						forward	3229664.0	15	-	fadHp	1
ECK125134663	ArcA	binding_site		3348563	3348577						forward	3348570.0	15	-	arcZp	1
ECK120013007	ArcA	binding_site		3382302	3382316						reverse	3382309.0	15	-	mdhp1	1
ECK120012013	ArcA	binding_site		3775287	3775301						forward	3775294.0	15	-	lldPp	1
ECK120033004	ArcA	binding_site		3775314	3775328						forward	3775321.0	15	-	lldPp	1
ECK120012009	ArcA	binding_site		4029058	4029072						reverse	4029065.0	15	-	fadBp	1
ECK120012341	ArcA	binding_site		4098737	4098751						forward	4098744.0	15	-	sodAp	1
ECK120011999	ArcA	binding_site		4098738	4098752						reverse	4098745.0	15	-	rhaTp	1
ECK120014167	ArcA	binding_site		4098754	4098768						forward	4098761.0	15	-	sodAp	1
ECK120011995	ArcA	binding_site		4098755	4098769						reverse	4098762.0	15	-	rhaTp	1
ECK120012884	ArcA	binding_site		4098765	4098779						forward	4098772.0	15	-	sodAp	1
ECK120011997	ArcA	binding_site		4098766	4098780						reverse	4098773.0	15	-	rhaTp	1
ECK120023171	ArcA	binding_site		4271954	4271968						forward	4271961.0	15	-	ssbp3	1
ECK120023171	ArcA	binding_site		4271954	4271968						reverse	4271961.0	15	-	uvrAp	1
ECK120023171	ArcA	binding_site		4271954	4271968						forward	4271961.0	15	-	ssbp2	1
ECK120023171	ArcA	binding_site		4271954	4271968						forward	4271961.0	15	-	ssbp1	1
ECK120023170	ArcA	binding_site		4272017	4272031						forward	4272024.0	15	-	ssbp3	1
ECK120023170	ArcA	binding_site		4272017	4272031						reverse	4272024.0	15	-	uvrAp	1
ECK120023170	ArcA	binding_site		4272017	4272031						forward	4272024.0	15	-	ssbp2	1
ECK120023170	ArcA	binding_site		4272017	4272031						forward	4272024.0	15	-	ssbp1	1
ECK120023169	ArcA	binding_site		4272057	4272071						forward	4272064.0	15	-	ssbp3	1
ECK120023169	ArcA	binding_site		4272057	4272071						reverse	4272064.0	15	-	uvrAp	1
ECK120023169	ArcA	binding_site		4272057	4272071						forward	4272064.0	15	-	ssbp2	1
ECK120023169	ArcA	binding_site		4272057	4272071						forward	4272064.0	15	-	ssbp1	1
ECK120023168	ArcA	binding_site		4272100	4272114						forward	4272107.0	15	-	ssbp3	1
ECK120023168	ArcA	binding_site		4272100	4272114						reverse	4272107.0	15	-	uvrAp	1
ECK120023168	ArcA	binding_site		4272100	4272114						forward	4272107.0	15	-	ssbp2	1
ECK120023168	ArcA	binding_site		4272100	4272114						forward	4272107.0	15	-	ssbp1	1
ECK120011964	ArcA	binding_site		4358301	4358315						reverse	4358308.0	15	-	cadBp	1
ECK120012018	ArcA	binding_site		4464463	4464477						reverse	4464470.0	15	+	treBp	1
ECK120035032	ArgP	binding_site		28252	28271						forward	28261.5	20	+	dapBp1	1
ECK125141217	ArgP	binding_site		2246635	2246654						reverse	2246644.5	20	+	lysPp	1
ECK125135139	ArgP	binding_site		2246655	2246674						reverse	2246664.5	20	+	lysPp	1
ECK125141229	ArgP	binding_site		2342433	2342452						forward	2342442.5	20	+	nrdAp	1
ECK125141227	ArgP	binding_site		2342486	2342505						forward	2342495.5	20	+	nrdAp	1
ECK125141225	ArgP	binding_site		2342523	2342542						forward	2342532.5	20	+	nrdAp	1
ECK120011208	ArgP	binding_site		2342549	2342568						forward	2342558.5	20	+	nrdAp	1
ECK120011206	ArgP	binding_site		2342577	2342596						forward	2342586.5	20	+	nrdAp	1
ECK120011204	ArgP	binding_site		2342604	2342623						forward	2342613.5	20	+	nrdAp	1
ECK125141213	ArgP	binding_site		3057706	3057725						forward	3057715.5	20	-	argPp	1
ECK125141211	ArgP	binding_site		3057726	3057745						forward	3057735.5	20	-	argPp	1
ECK120034995	ArgP	binding_site		3066882	3066901						reverse	3066891.5	20	+	argOp	1
ECK125141215	ArgP	binding_site		3066902	3066921						reverse	3066911.5	20	+	argOp	1
ECK125141221	ArgP	binding_site		3881756	3881775						reverse	3881765.5	20	+	dnaAp1	1
ECK120014048	ArgP	binding_site		3882024	3882043						reverse	3882033.5	20	+	dnaAp1	1
ECK125141219	ArgP	binding_site		3882044	3882063						reverse	3882053.5	20	+	dnaAp1	1
ECK120012652	ArgR	binding_site		29602	29619						forward	29610.5	18	-	carAp2	1
ECK120012654	ArgR	binding_site		29623	29640						forward	29631.5	18	-	carAp2	1
ECK120012616	ArgR	binding_site		289557	289574						reverse	289565.5	18	-	argFp	1
ECK120012614	ArgR	binding_site		289578	289595						reverse	289586.5	18	-	argFp	1
ECK120032397	ArgR	binding_site		899868	899885						reverse	899876.5	18	-	artJp	1
ECK120033344	ArgR	binding_site		899889	899906						reverse	899897.5	18	-	artJp	1
ECK120032395	ArgR	binding_site		903013	903030						reverse	903021.5	18	-	artPp	1
ECK120033343	ArgR	binding_site		903034	903051						reverse	903042.5	18	-	artPp	1
ECK120011673	ArgR	binding_site		1830107	1830124						reverse	1830115.5	18	+	astCp2	1
ECK120011675	ArgR	binding_site		1830138	1830155						reverse	1830146.5	18	+	astCp2	1
ECK120011677	ArgR	binding_site		1830159	1830176						reverse	1830167.5	18	+	astCp2	1
ECK120011679	ArgR	binding_site		1830181	1830198						reverse	1830189.5	18	+	astCp2	1
ECK120033152	ArgR	binding_site		2424913	2424930						reverse	2424921.5	18	-	hisJp	1
ECK120033342	ArgR	binding_site		2424934	2424951						reverse	2424942.5	18	-	hisJp	1
ECK120020768	ArgR	binding_site		2947215	2947232						forward	2947223.5	18	-	argAp	1
ECK125141989	ArgR	binding_site		2947236	2947253						forward	2947244.5	18	-	argAp	1
ECK120012260	ArgR	binding_site		3316450	3316467						reverse	3316458.5	18	-	metYp2	1
ECK120012260	ArgR	binding_site		3316450	3316467						reverse	3316458.5	18	-	metYp2	1
ECK120012260	ArgR	binding_site		3316450	3316467						forward	3316458.5	18	-	argGp	1
ECK120012263	ArgR	binding_site		3316569	3316586						reverse	3316577.5	18	-	metYp2	1
ECK120012263	ArgR	binding_site		3316569	3316586						reverse	3316577.5	18	-	metYp2	1
ECK120012263	ArgR	binding_site		3316569	3316586						forward	3316577.5	18	-	argGp	1
ECK120012266	ArgR	binding_site		3316590	3316607						reverse	3316598.5	18	-	metYp2	1
ECK120012266	ArgR	binding_site		3316590	3316607						reverse	3316598.5	18	-	metYp2	1
ECK120012266	ArgR	binding_site		3316590	3316607						forward	3316598.5	18	-	argGp	1
ECK120029620	ArgR	binding_site		3352170	3352187						forward	3352178.5	18	-	gltBp	1
ECK120029619	ArgR	binding_site		3352191	3352208						forward	3352199.5	18	-	gltBp	1
ECK120012622	ArgR	binding_site		3382663	3382680						forward	3382671.5	18	-	argRp1	1
ECK120012624	ArgR	binding_site		3382683	3382700						forward	3382691.5	18	-	argRp1	1
ECK120020708	ArgR	binding_site		3488233	3488250						reverse	3488241.5	18	-	argDp	1
ECK120020769	ArgR	binding_site		3488254	3488271						reverse	3488262.5	18	-	argDp	1
ECK120012608	ArgR	binding_site		4152896	4152913						forward	4152904.5	18	-	argCp	1
ECK120012608	ArgR	binding_site		4152896	4152913						reverse	4152904.5	18	-	argEp1	1
ECK120012611	ArgR	binding_site		4152918	4152935						forward	4152926.5	18	-	argCp	1
ECK120012611	ArgR	binding_site		4152918	4152935						reverse	4152926.5	18	-	argEp1	1
ECK120012620	ArgR	binding_site		4476360	4476377						reverse	4476368.5	18	-	argIp	1
ECK120012618	ArgR	binding_site		4476381	4476398						reverse	4476389.5	18	-	argIp	1
ECK120030726	ArsR	binding_site		3646482	3646505						forward	3646493.5	24	-	arsRp	1
ECK120051478	AscG	binding_site		347711	347716						reverse	347713.5	6	-	prpRp	1
ECK120051476	AscG	binding_site		347722	347727						reverse	347724.5	6	-	prpRp	1
ECK120051474	AscG	binding_site		347729	347734						reverse	347731.5	6	-	prpRp	1
ECK120051472	AscG	binding_site		347739	347744						reverse	347741.5	6	-	prpRp	1
ECK120051470	AscG	binding_site		347751	347756						reverse	347753.5	6	-	prpRp	1
ECK125145792	AscG	binding_site		494381	494394						forward	494387.5	14	-	htpGp1	1
ECK125145790	AscG	binding_site		855055	855068						forward	855061.5	14	-	ybiTp	1
ECK120026357	AscG	binding_site		2837372	2837385						forward	2837378.5	14	-	ascFp	1
ECK120051466	AscG	binding_site		2837448	2837461						forward	2837454.5	14	-	ascFp	1
ECK120048775	AsnC	binding_site		3925036	3925049						forward	3925042.5	14	+	asnAp	1
ECK120048775	AsnC	binding_site		3925036	3925049						reverse	3925042.5	14	-	asnCp	1
ECK120048775	AsnC	binding_site		3925036	3925049						reverse	3925042.5	14	-	asnCp	1
ECK120048775	AsnC	binding_site		3925036	3925049						reverse	3925042.5	14	-	asnCp	1
ECK120048792	AsnC	binding_site		3925070	3925083						forward	3925076.5	14	+	asnAp	1
ECK120048792	AsnC	binding_site		3925070	3925083						reverse	3925076.5	14	-	asnCp	1
ECK120048792	AsnC	binding_site		3925070	3925083						reverse	3925076.5	14	-	asnCp	1
ECK120048792	AsnC	binding_site		3925070	3925083						reverse	3925076.5	14	-	asnCp	1
ECK120048794	AsnC	binding_site		3925102	3925115						forward	3925108.5	14	+	asnAp	1
ECK120048794	AsnC	binding_site		3925102	3925115						reverse	3925108.5	14	-	asnCp	1
ECK120048794	AsnC	binding_site		3925102	3925115						reverse	3925108.5	14	-	asnCp	1
ECK120048794	AsnC	binding_site		3925102	3925115						reverse	3925108.5	14	-	asnCp	1
ECK120048773	AsnC	binding_site		3925133	3925146						reverse	3925139.5	14	-	asnCp	1
ECK120048773	AsnC	binding_site		3925133	3925146						reverse	3925139.5	14	-	asnCp	1
ECK120048773	AsnC	binding_site		3925133	3925146						reverse	3925139.5	14	-	asnCp	1
ECK120048773	AsnC	binding_site		3925133	3925146						forward	3925139.5	14	+	asnAp	1
ECK120033039	AtoC	binding_site		2321286	2321305						forward	2321295.5	20	+	atoDp	1
ECK120033083	AtoC	binding_site		2321305	2321324						forward	2321314.5	20	+	atoDp	1
ECK120018486	BaeR	binding_site		1823789	1823808						reverse	1823798.5	20	+	spyp	1
ECK120033345	BaeR	binding_site		1823860	1823879						reverse	1823869.5	20	+	spyp	1
ECK120018495	BaeR	binding_site		2151966	2151985						forward	2151975.5	20	+	mdtAp	1
ECK125141190	BaeR	binding_site		2585526	2585545						forward	2585535.5	20	+	acrDp2	1
ECK125147050	BasR	binding_site		480403	480422						reverse	480412.5	20	+	tomBp1	1
ECK125147052	BasR	binding_site		1078137	1078156						reverse	1078146.5	20	-	putAp	1
ECK125145859	BasR	binding_site		1102648	1102667						reverse	1102657.5	20	+	csgDp1	1
ECK125147054	BasR	binding_site		1636964	1636983						reverse	1636973.5	20	+	cspIp	1
ECK125162236	BasR	binding_site		3167748	3167767						forward	3167757.5	20	+	qseBp2	1
ECK125145857	BasR	binding_site		3346381	3346400						forward	3346390.5	20	-	yrbLp	1
ECK125145864	BasR	binding_site		4254440	4254459						forward	4254449.5	20	+	dgkAp1	1
ECK125147056	BasR	binding_site		4538639	4538658						forward	4538648.5	20	+	fimBp2	1
ECK120013019	BetI	binding_site		328605	328624						reverse	328614.5	20	-	betIp	1
ECK120013019	BetI	binding_site		328605	328624						forward	328614.5	20	-	betTp	1
ECK120012649	BirA	binding_site		808485	808524						forward	808504.5	40	-	bioBp	1
ECK120012649	BirA	binding_site		808485	808524						reverse	808504.5	40	-	bioAp	1
ECK120013723	CRP	binding_site		34166	34187						forward	34176.5	22	+	caiFp	1
ECK120013333	CRP	binding_site		42068	42089						reverse	42078.5	22	+	caiTp	1
ECK120013721	CRP	binding_site		42188	42209						forward	42198.5	22	+	fixAp	1
ECK120013719	CRP	binding_site		42245	42266						forward	42255.5	22	+	fixAp	1
ECK120012600	CRP	binding_site		70158	70179						reverse	70168.5	22	+	araBp	1
ECK120012600	CRP	binding_site		70158	70179						forward	70168.5	22	+	araCp	1
ECK120051348	CRP	binding_site		117675	117696						reverse	117685.5	22	+	ppdDp	1
ECK125135218	CRP	binding_site		118698	118719						reverse	118708.5	22	+	nadCp	1
ECK125135218	CRP	binding_site		118698	118719						forward	118708.5	22	-	ampD	1
ECK120016048	CRP	binding_site		121646	121667						forward	121656.5	22	+	pdhRp	1
ECK120016050	CRP	binding_site		121913	121934						forward	121923.5	22	+	pdhRp	1
ECK120013770	CRP	binding_site		121941	121962						forward	121951.5	22	+	pdhRp	1
ECK120013715	CRP	binding_site		121953	121974						forward	121963.5	22	+	pdhRp	1
ECK120016052	CRP	binding_site		121961	121982						forward	121971.5	22	+	pdhRp	1
ECK120016054	CRP	binding_site		121973	121994						forward	121983.5	22	+	pdhRp	1
ECK120016152	CRP	binding_site		127688	127709						forward	127698.5	22	-	lpdAp	1
ECK120014126	CRP	binding_site		131471	131492						forward	131481.5	22	+	acnBp	1
ECK120011452	CRP	binding_site		141284	141305						forward	141294.5	22	+	hptp	1
ECK120011452	CRP	binding_site		141284	141305						reverse	141294.5	22	-	gcdp1	1
ECK120034575	CRP	binding_site		161570	161591						reverse	161580.5	22	+	sfsAp	1
ECK125135220	CRP	binding_site		214196	214217						forward	214206.5	22	-	yaeQp	1
ECK125135220	CRP	binding_site		214196	214217						reverse	214206.5	22	-	yaePp	1
ECK125108621	CRP	binding_site		312540	312561						reverse	312550.5	22	+	ykgRp	1
ECK120015231	CRP	binding_site		347753	347774						reverse	347763.5	22	+	prpRp	1
ECK120015231	CRP	binding_site		347753	347774						forward	347763.5	22	+	prpBp	1
ECK120034894	CRP	binding_site		365546	365567						reverse	365556.5	22	+	lacZp1	1
ECK120034894	CRP	binding_site		365546	365567						reverse	365556.5	22	-	lacZp3	1
ECK120034894	CRP	binding_site		365546	365567						reverse	365556.5	22	-	lacZp2	1
ECK120012046	CRP	binding_site		365618	365639						reverse	365628.5	22	+	lacZp1	1
ECK120012046	CRP	binding_site		365618	365639						reverse	365628.5	22	-	lacZp3	1
ECK120012046	CRP	binding_site		365618	365639						reverse	365628.5	22	-	lacZp2	1
ECK120011487	CRP	binding_site		367637	367658						forward	367647.5	22	+	mhpAp	1
ECK125135087	CRP	binding_site		367790	367811						reverse	367800.5	22	+	mhpRp1	1
ECK120013493	CRP	binding_site		411699	411720						reverse	411709.5	22	-	araJp	1
ECK120013043	CRP	binding_site		411833	411854						reverse	411843.5	22	+	araJp	1
ECK120013446	CRP	binding_site		431345	431366						reverse	431355.5	22	+-	tsxp2	1
ECK120013437	CRP	binding_site		431378	431399						reverse	431388.5	22	+-	tsxp2	1
ECK120016830	CRP	binding_site		450904	450925						reverse	450914.5	22	+	cyoAp	1
ECK120016828	CRP	binding_site		451058	451079						reverse	451068.5	22	+	cyoAp	1
ECK120013966	CRP	binding_site		460462	460483						forward	460472.5	22	+	hupBp3	1
ECK120013822	CRP	binding_site		576114	576135						reverse	576124.5	22	+	nmpCp	1
ECK120013820	CRP	binding_site		576156	576177						reverse	576166.5	22	+	nmpCp	1
ECK120016034	CRP	binding_site		611922	611943						reverse	611932.5	22	+	fepAp	1
ECK120016028	CRP	binding_site		623776	623797						forward	623786.5	22	+	entCp	1
ECK120016030	CRP	binding_site		624014	624035						forward	624024.5	22	+	entCp	1
ECK120012567	CRP	binding_site		628978	628999						forward	628988.5	22	+	cstAp1	1
ECK125141260	CRP	binding_site		651241	651262						forward	651251.5	22	-	dpiBp	1
ECK125141260	CRP	binding_site		651241	651262						reverse	651251.5	22	-	citCp2	1
ECK125141209	CRP	binding_site		656401	656422						forward	656411.5	22	+	cspEp2	1
ECK120011916	CRP	binding_site		702991	703012						reverse	703001.5	22	+-	nagBp	1
ECK120011916	CRP	binding_site		702991	703012						forward	703001.5	22	+-	nagEp	1
ECK120015669	CRP	binding_site		703025	703046						reverse	703035.5	22	+-	nagBp	1
ECK120015669	CRP	binding_site		703025	703046						forward	703035.5	22	+-	nagEp	1
ECK125166123	CRP	binding_site		707381	707396						forward	707388.5	16	+	chiPp	1
ECK120013025	CRP	binding_site		710006	710027						reverse	710016.5	22	+	furpb	1
ECK120013025	CRP	binding_site		710006	710027						reverse	710016.5	22	+	furpa	1
ECK120013033	CRP	binding_site		754087	754108						forward	754097.5	22	+	sdhCp	1
ECK120013033	CRP	binding_site		754087	754108						reverse	754097.5	22	+	gltAp1	1
ECK120013643	CRP	binding_site		754603	754624						forward	754613.5	22	+	sdhDp2	1
ECK120012710	CRP	binding_site		791335	791356						reverse	791345.5	22	+	galEp1	1
ECK120012710	CRP	binding_site		791335	791356						reverse	791345.5	22	+	galEp1	1
ECK120012710	CRP	binding_site		791335	791356						reverse	791345.5	22	+	galEp1	1
